donor_id,AGTR1_detect,n_cells
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104,0,14
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104,1,3
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD105,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD105,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66,0,5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66,1,1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67,0,25
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67,1,18
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68,0,48
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68,1,57
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD69,0,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD69,1,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD70,0,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD70,1,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85,0,8
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85,1,14
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD87,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD87,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92,0,58
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92,1,17
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94,0,35
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94,1,20
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95,0,74
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95,1,41
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98,0,1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98,1,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD48,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD48,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD53,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD53,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD54,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD54,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD58,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD58,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD60,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD60,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD61,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD61,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD62,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD62,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD63,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD63,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD64,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD64,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD65,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD65,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_1,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_1,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_2,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_2,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_3,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_3,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_4,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_4,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_5,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_5,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_7,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_7,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_8,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_8,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_9,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_9,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_A,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_A,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_B,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_B,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc01p,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc01p,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc02p,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc02p,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc05p,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc05p,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747dd49p,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747dd49p,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1,0,31
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1,1,32
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2,0,502
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2,1,627
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3,0,152
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3,1,246
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747h18,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747h18,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_1,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_1,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_2,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_2,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4,0,7
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4,1,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6,0,3
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6,1,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_1,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_1,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_2,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_2,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_4,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_4,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_6,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_6,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380,0,35
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380,1,1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10381,0,13
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10381,1,1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5105,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5105,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257,0,96
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257,1,2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9832,0,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9832,1,0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833,0,24
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833,1,1
